name,main_category,sub_category,ratings,no_of_ratings,combined_features
PC Jeweller The Kahale 22k (916) Yellow Gold Ring for Women,accessories,Gold & Diamond Jewellery,0.0,0.0,PC Jeweller The Kahale 22k (916) Yellow Gold Ring for Women accessories Gold & Diamond Jewellery
DECISIVE Men's Fitness Gym Stringer Vest Tank Tops Sando,men's clothing,Innerwear,3.8,16.0,DECISIVE Men's Fitness Gym Stringer Vest Tank Tops Sando men's clothing Innerwear
Skechers Mens Creston Ultra - Havana Sandal,stores,Men's Fashion,4.1,266.0,Skechers Mens Creston Ultra - Havana Sandal stores Men's Fashion
Ritupal Collection Women Shoulder Handbag PU Tote (Grey) POL_18,accessories,Handbags & Clutches,0.0,0.0,Ritupal Collection Women Shoulder Handbag PU Tote (Grey) POL_18 accessories Handbags & Clutches
CRAFTS MY DREAM Women's Sling Bag (Multicolor),accessories,Handbags & Clutches,4.1,54.0,CRAFTS MY DREAM Women's Sling Bag (Multicolor) accessories Handbags & Clutches
"(Renewed) Panasonic SC-HT550GW-K 150 W Bluetooth Home Theatre (Black, 5.1 Channel)","tv, audio & cameras",Home Audio & Theater,3.1,24.0,"(Renewed) Panasonic SC-HT550GW-K 150 W Bluetooth Home Theatre (Black, 5.1 Channel) tv, audio & cameras Home Audio & Theater"
TRIPIN Lapel PIN with Doctor Symbol for Men Women Boys Girls in A Gift Box TSHOGOLD2024 (SILVER),accessories,Jewellery,4.1,21.0,TRIPIN Lapel PIN with Doctor Symbol for Men Women Boys Girls in A Gift Box TSHOGOLD2024 (SILVER) accessories Jewellery
"VWOX Microfiber Saree Shapewear Petticoat for Women, Poly Cotton Blended Shape Wear for Saree",women's clothing,Ethnic Wear,4.2,0.0,"VWOX Microfiber Saree Shapewear Petticoat for Women, Poly Cotton Blended Shape Wear for Saree women's clothing Ethnic Wear"
innisfree Jeju root energy mask(carrot)25ml,beauty & health,Luxury Beauty,4.0,17.0,innisfree Jeju root energy mask(carrot)25ml beauty & health Luxury Beauty
PC Jeweller The Alphabet G 18KT Yellow Gold and Diamond Pendant for Women,accessories,Gold & Diamond Jewellery,0.0,0.0,PC Jeweller The Alphabet G 18KT Yellow Gold and Diamond Pendant for Women accessories Gold & Diamond Jewellery
WOMEN MARKS- WOMEN'S-S-LOCK-SLING BAG (GREY),accessories,Handbags & Clutches,4.1,31.0,WOMEN MARKS- WOMEN'S-S-LOCK-SLING BAG (GREY) accessories Handbags & Clutches
Khushal K Women's Rayon Solid Kurta with Palazzo Dupatta Set,women's clothing,Ethnic Wear,4.0,229.0,Khushal K Women's Rayon Solid Kurta with Palazzo Dupatta Set women's clothing Ethnic Wear
"Type-C to 3.5 MM Jack for Samsung Galaxy M53 Original Type-C to 3.5 MM Audio Jack Adapter Converter for CDLA Type, Earphon...","tv, audio & cameras",Camera Accessories,0.0,0.0,"Type-C to 3.5 MM Jack for Samsung Galaxy M53 Original Type-C to 3.5 MM Audio Jack Adapter Converter for CDLA Type, Earphon... tv, audio & cameras Camera Accessories"
ayushicreationa Boy's & Girl's Ankle Length Organic Cotton Socks for 4-8 Years Kids Children’s Colorful Creative Multi-Des...,kids' fashion,Kids' Clothing,3.7,16.0,ayushicreationa Boy's & Girl's Ankle Length Organic Cotton Socks for 4-8 Years Kids Children’s Colorful Creative Multi-Des... kids' fashion Kids' Clothing
Stylista Washing Machine Cover Compatible for Whirlpool 9.5 kg Fully-Automatic Top Load 360 Degree Bloomwash Pro HS 9.5 Da...,appliances,All Appliances,3.9,42.0,Stylista Washing Machine Cover Compatible for Whirlpool 9.5 kg Fully-Automatic Top Load 360 Degree Bloomwash Pro HS 9.5 Da... appliances All Appliances
Joyeria Men Cotton Boxer Shorts,men's clothing,Innerwear,0.0,0.0,Joyeria Men Cotton Boxer Shorts men's clothing Innerwear
THE BLAZZE 0102 Men's Sleeveless Black Gym Tank Gym Stringer Tank Tops Gym Vest Muscle Tee Sleeveless Cotton T-Shirt for Men,men's clothing,T-shirts & Polos,3.7,120.0,THE BLAZZE 0102 Men's Sleeveless Black Gym Tank Gym Stringer Tank Tops Gym Vest Muscle Tee Sleeveless Cotton T-Shirt for Men men's clothing T-shirts & Polos
Eunigem I Love You 3000 Keychain for Boyfriend Girlfriend Iron Man Comic Movie Inspired Endgame Avengers Fan Tony Stark Co...,accessories,Bags & Luggage,4.7,937.0,Eunigem I Love You 3000 Keychain for Boyfriend Girlfriend Iron Man Comic Movie Inspired Endgame Avengers Fan Tony Stark Co... accessories Bags & Luggage
Titan Analog Brown Dial Women's Watch-NN95049WM01,accessories,Watches,4.3,3.0,Titan Analog Brown Dial Women's Watch-NN95049WM01 accessories Watches
Adidas Women's Spright W Slipper,women's shoes,Shoes,0.0,0.0,Adidas Women's Spright W Slipper women's shoes Shoes
Rupa Softline Women's Leggings (SL66QUEEN Pink FS),women's clothing,Western Wear,4.2,5.0,Rupa Softline Women's Leggings (SL66QUEEN Pink FS) women's clothing Western Wear
fasczo-Men's Stylish Height Increasing Derby Faux Leather Formal Wear Boots Brown,men's shoes,Formal Shoes,0.0,0.0,fasczo-Men's Stylish Height Increasing Derby Faux Leather Formal Wear Boots Brown men's shoes Formal Shoes
Extrimos Polycanvas Skull Printed Slipon Sneakers for Men (Black & White) EXC-28,men's shoes,Casual Shoes,5.0,1.0,Extrimos Polycanvas Skull Printed Slipon Sneakers for Men (Black & White) EXC-28 men's shoes Casual Shoes
Style Quotient Women White Smart Formal Shirt,women's clothing,Clothing,2.0,1.0,Style Quotient Women White Smart Formal Shirt women's clothing Clothing
DUDEME 2B or Not 2B | Geek Half Sleeve T Shirt for Men & Women | Coding T Shirt for Coders | Programmer T Shirt | Develope...,men's clothing,T-shirts & Polos,0.0,0.0,DUDEME 2B or Not 2B | Geek Half Sleeve T Shirt for Men & Women | Coding T Shirt for Coders | Programmer T Shirt | Develope... men's clothing T-shirts & Polos
"RAMEV CREATION Plastic Modular Drawer System for Home, Office, Hospital, Parlor, School, Doctors, Home and Kids (Pre assem...",home & kitchen,All Home & Kitchen,3.9,96.0,"RAMEV CREATION Plastic Modular Drawer System for Home, Office, Hospital, Parlor, School, Doctors, Home and Kids (Pre assem... home & kitchen All Home & Kitchen"
"ETZIN Lighting to HDMI Adapter, Digital AV Adapter 1080P HDMI VGA Connector with Charging Port Compatible with iPhone, iPa...","tv, audio & cameras",Home Entertainment Systems,3.1,5.0,"ETZIN Lighting to HDMI Adapter, Digital AV Adapter 1080P HDMI VGA Connector with Charging Port Compatible with iPhone, iPa... tv, audio & cameras Home Entertainment Systems"
Bitnex Double Combo of Window Groove Frame Cleaning Brush Door Track Cleaning Brushes for Window Slot Keyboard with Mini D...,industrial supplies,Janitorial & Sanitation Supplies,3.2,0.0,Bitnex Double Combo of Window Groove Frame Cleaning Brush Door Track Cleaning Brushes for Window Slot Keyboard with Mini D... industrial supplies Janitorial & Sanitation Supplies
"crocs unisex-child Bayaband Clog NAVY Clog - 1-1.5 Years, 4 Kids UK, 11.5 cms(C4) (205100-410)",kids' fashion,Kids' Shoes,3.9,45.0,"crocs unisex-child Bayaband Clog NAVY Clog - 1-1.5 Years, 4 Kids UK, 11.5 cms(C4) (205100-410) kids' fashion Kids' Shoes"
OMASK Women's Printed Rayon Anarkali Kurta with Embroidered Jacket,stores,Women's Fashion,4.1,686.0,OMASK Women's Printed Rayon Anarkali Kurta with Embroidered Jacket stores Women's Fashion
"TWMX® Adjustable Freestyle Jumping Skipping Rope/Gym Training, Exercise and Workout for Men and Women/Double Foam Handles ...",sports & fitness,Fitness Accessories,4.0,149.0,"TWMX® Adjustable Freestyle Jumping Skipping Rope/Gym Training, Exercise and Workout for Men and Women/Double Foam Handles ... sports & fitness Fitness Accessories"
Craft Trade Women's Cotton Handmade Rajasthani Embroidered Traditional Clutch Purse Hand Bag ( 25x13 Cm ),accessories,Handbags & Clutches,3.2,9.0,Craft Trade Women's Cotton Handmade Rajasthani Embroidered Traditional Clutch Purse Hand Bag ( 25x13 Cm ) accessories Handbags & Clutches
Dream villa Formal Analog Boy's Watch (Multicolour Dial Black Colored Strap),stores,Men's Fashion,3.8,32.0,Dream villa Formal Analog Boy's Watch (Multicolour Dial Black Colored Strap) stores Men's Fashion
Krafter Men Denim Casual Shoes,men's shoes,Casual Shoes,4.0,9.0,Krafter Men Denim Casual Shoes men's shoes Casual Shoes
Steve Madden Women's Rubberized Bracelet Watch,accessories,Watches,0.0,0.0,Steve Madden Women's Rubberized Bracelet Watch accessories Watches
"Inhika Set of 2 Blouse Latkan (Red Colour, 29 cm Long, 15151)",women's clothing,Ethnic Wear,4.3,54.0,"Inhika Set of 2 Blouse Latkan (Red Colour, 29 cm Long, 15151) women's clothing Ethnic Wear"
"Dash Teddy Foldable Tricycle for Kids, Baby Cycle, Kids Cycle, Tricycle for Kids for 1 Years to 3 Years with Light and Mus...",sports & fitness,"All Sports, Fitness & Outdoors",4.0,425.0,"Dash Teddy Foldable Tricycle for Kids, Baby Cycle, Kids Cycle, Tricycle for Kids for 1 Years to 3 Years with Light and Mus... sports & fitness All Sports, Fitness & Outdoors"
Abirami Instant Bucket Water Heater | Portable Water Heater | SHOCKPROOF Instant Heating power saving Low Electicity Bill...,appliances,Heating & Cooling Appliances,4.0,1.0,Abirami Instant Bucket Water Heater | Portable Water Heater | SHOCKPROOF Instant Heating power saving Low Electicity Bill... appliances Heating & Cooling Appliances
Peora Traditional Beads Kundan Studded Maroon Long Necklace with Earring Ethnic Jewellery Set Gift for Women (PF26N1398),accessories,Fashion & Silver Jewellery,4.0,4.0,Peora Traditional Beads Kundan Studded Maroon Long Necklace with Earring Ethnic Jewellery Set Gift for Women (PF26N1398) accessories Fashion & Silver Jewellery
"Neo Garments Women Cotton Round Neck T-Shirt | (Size - Small to 8XL) | Meow (Black), Alien (Grey), Panda (White) | Combo P...",women's clothing,Western Wear,4.2,176.0,"Neo Garments Women Cotton Round Neck T-Shirt | (Size - Small to 8XL) | Meow (Black), Alien (Grey), Panda (White) | Combo P... women's clothing Western Wear"
MEENAZ Mangalsutra For Women Girls Ladies Temple South Indian Traditional 1 Gram Gold Stylish Maharashtrian Long Double Ch...,accessories,Fashion & Silver Jewellery,0.0,0.0,MEENAZ Mangalsutra For Women Girls Ladies Temple South Indian Traditional 1 Gram Gold Stylish Maharashtrian Long Double Ch... accessories Fashion & Silver Jewellery
Unistar Men's Sneakers,men's shoes,Casual Shoes,4.0,60.0,Unistar Men's Sneakers men's shoes Casual Shoes
Rajnandini Women's Olive Green Cotton Printed Unstitched Salwar Suit Material (Free Size),women's clothing,Ethnic Wear,3.5,435.0,Rajnandini Women's Olive Green Cotton Printed Unstitched Salwar Suit Material (Free Size) women's clothing Ethnic Wear
Peluche Chef 's Knife Silver Brass Cufflinks for Men,accessories,Jewellery,4.4,8.0,Peluche Chef 's Knife Silver Brass Cufflinks for Men accessories Jewellery
"LUNAGARIYA®, Protective Cover for LG AC Remote Control -1,PU Leather Cover Holder (Before Placing Order,Please Check The P...","tv, audio & cameras",Home Entertainment Systems,4.3,62.0,"LUNAGARIYA®, Protective Cover for LG AC Remote Control -1,PU Leather Cover Holder (Before Placing Order,Please Check The P... tv, audio & cameras Home Entertainment Systems"
Sparx Mens Sm-482 Dark Olive Yellow Running Shoe - 8 UK (SM-482),stores,Sportswear,4.0,0.0,Sparx Mens Sm-482 Dark Olive Yellow Running Shoe - 8 UK (SM-482) stores Sportswear
ORGANIC CLEANSE Women Slim Fit Solid Cotton Casual/Formal Shirts for Women Office Wear,women's clothing,Clothing,3.7,13.0,ORGANIC CLEANSE Women Slim Fit Solid Cotton Casual/Formal Shirts for Women Office Wear women's clothing Clothing
Wrangler Men's Slim Jeans (WMSH005545_Light Indigo,men's clothing,Jeans,0.0,0.0,Wrangler Men's Slim Jeans (WMSH005545_Light Indigo men's clothing Jeans
Van Heusen Men's Slim Jeans (VXDNCPOFJ52800_Navy_36),men's clothing,Jeans,0.0,0.0,Van Heusen Men's Slim Jeans (VXDNCPOFJ52800_Navy_36) men's clothing Jeans
Ruosh Black Formal Slip-ons,men's shoes,Formal Shoes,0.0,0.0,Ruosh Black Formal Slip-ons men's shoes Formal Shoes
Scott International Women's Polo T-Shirt,women's clothing,Western Wear,3.6,22.0,Scott International Women's Polo T-Shirt women's clothing Western Wear
SYGA Universal Decorative Daisy Flower Stitch Presser Foot fit All Low Shank Snap-On Sewing Machines,appliances,All Appliances,3.7,179.0,SYGA Universal Decorative Daisy Flower Stitch Presser Foot fit All Low Shank Snap-On Sewing Machines appliances All Appliances
Jockey Men Cotton Trunks (Pack of 2),men's clothing,Innerwear,3.2,10.0,Jockey Men Cotton Trunks (Pack of 2) men's clothing Innerwear
POPIO Tempered Glass Compatible for Samsung Galaxy M30 / M30s / A30 / A30s / A50 / A50s (Transparent) Full Screen Coverage...,"tv, audio & cameras",All Electronics,3.9,0.0,"POPIO Tempered Glass Compatible for Samsung Galaxy M30 / M30s / A30 / A30s / A50 / A50s (Transparent) Full Screen Coverage... tv, audio & cameras All Electronics"
EXCLUZO Men Chest Rig Vest Outdoor Harness Bag Hiking Pouch Shoulder Bag White,bags & luggage,Backpacks,0.0,0.0,EXCLUZO Men Chest Rig Vest Outdoor Harness Bag Hiking Pouch Shoulder Bag White bags & luggage Backpacks
SGF11 Women's Silk Zari Weaving & Embroidery Net Semi stitched Lehenga Choli With Dupatta,women's clothing,Clothing,3.8,39.0,SGF11 Women's Silk Zari Weaving & Embroidery Net Semi stitched Lehenga Choli With Dupatta women's clothing Clothing
Raymond Medium Yellow Shirt,men's clothing,Shirts,4.5,2.0,Raymond Medium Yellow Shirt men's clothing Shirts
"ORBON 2000 Watts Rectangular G-Coil Electric Cooking Stove with Rotary Switch, Induction Cooktop, Electric Heater (Works w...",appliances,All Appliances,3.3,57.0,"ORBON 2000 Watts Rectangular G-Coil Electric Cooking Stove with Rotary Switch, Induction Cooktop, Electric Heater (Works w... appliances All Appliances"
Satya Paul Blue Powder Silk Scarf for Women,stores,The Designer Boutique,0.0,0.0,Satya Paul Blue Powder Silk Scarf for Women stores The Designer Boutique
SHERRY Women's cotton Non-padded Wire Free Regular Bra (9994_34_White_34),women's clothing,Lingerie & Nightwear,3.8,10.0,SHERRY Women's cotton Non-padded Wire Free Regular Bra (9994_34_White_34) women's clothing Lingerie & Nightwear
Jack & Jones Men's Slim Fit Stretchable Jeans,men's clothing,Jeans,2.6,6.0,Jack & Jones Men's Slim Fit Stretchable Jeans men's clothing Jeans
Singer Simple 3223 Automatic Zig-Zag Electric Sewing Machine with 23 Built-in Stitches (Pink),appliances,All Appliances,4.1,851.0,Singer Simple 3223 Automatic Zig-Zag Electric Sewing Machine with 23 Built-in Stitches (Pink) appliances All Appliances
WORLD WEAR FOOTWEAR Men's (Combo-(2AMZ)-9455-9325) Multicolor Sport Sneakers Running Shoes 7 UK,men's shoes,Sports Shoes,0.0,0.0,WORLD WEAR FOOTWEAR Men's (Combo-(2AMZ)-9455-9325) Multicolor Sport Sneakers Running Shoes 7 UK men's shoes Sports Shoes
Puma Mens Suede Classic Xxi Shoes,men's shoes,Casual Shoes,4.3,70.0,Puma Mens Suede Classic Xxi Shoes men's shoes Casual Shoes
"SPEEDLINK INFOSYSTEMS Hikvision DS-7B16HQHI-K1 2MP (1080P) New Upgraded 16 Channel HQHI Series Turbo HD Metal Wired DVR, B...","tv, audio & cameras",Security Cameras,3.1,14.0,"SPEEDLINK INFOSYSTEMS Hikvision DS-7B16HQHI-K1 2MP (1080P) New Upgraded 16 Channel HQHI Series Turbo HD Metal Wired DVR, B... tv, audio & cameras Security Cameras"
Shining JewelElegant Fancy and Designer Silver Plated Raindeer and Stag Design Cufflinks For Men (SJ_7174),accessories,Jewellery,5.0,2.0,Shining JewelElegant Fancy and Designer Silver Plated Raindeer and Stag Design Cufflinks For Men (SJ_7174) accessories Jewellery
Adidas Men's Cap (FS6453_Corang,stores,Men's Fashion,0.0,0.0,Adidas Men's Cap (FS6453_Corang stores Men's Fashion
PUMA Mens Rs-X Customization Lace Up Sneakers Shoes Casual - White,men's shoes,Casual Shoes,0.0,0.0,PUMA Mens Rs-X Customization Lace Up Sneakers Shoes Casual - White men's shoes Casual Shoes
PC Jeweller 22k (916) Yellow Gold Ring for Women,accessories,Gold & Diamond Jewellery,0.0,0.0,PC Jeweller 22k (916) Yellow Gold Ring for Women accessories Gold & Diamond Jewellery
"Hitachi 1.5 Ton 3 Star Shizen Smart 3200WS (Wi Fi Unabled) Inverter Split AC (Copper, Dust Filter,2022 Model, RSQG318MFEOZ...",appliances,Air Conditioners,0.0,0.0,"Hitachi 1.5 Ton 3 Star Shizen Smart 3200WS (Wi Fi Unabled) Inverter Split AC (Copper, Dust Filter,2022 Model, RSQG318MFEOZ... appliances Air Conditioners"
M Men Style Lord Hanuman Bajirangbali Gada Copper Metal Keychain & Keyring for Bikes Cars Bags Home Cycle Men Women Boys a...,accessories,Bags & Luggage,4.7,4.0,M Men Style Lord Hanuman Bajirangbali Gada Copper Metal Keychain & Keyring for Bikes Cars Bags Home Cycle Men Women Boys a... accessories Bags & Luggage
Levi's Men's 003 Comfort Trunks with Smartskin Technology (Pack of 2),stores,Men's Fashion,4.0,636.0,Levi's Men's 003 Comfort Trunks with Smartskin Technology (Pack of 2) stores Men's Fashion
"DAHUA 5MP Real 4K Wired CCTV Combo Outdoor Bullet Cameras 2 Pcs, Indoor Dome 1Pcs, 4CH DVR, 90MT Co-Axial Cable, 4CH Power...","tv, audio & cameras",Security Cameras,0.0,0.0,"DAHUA 5MP Real 4K Wired CCTV Combo Outdoor Bullet Cameras 2 Pcs, Indoor Dome 1Pcs, 4CH DVR, 90MT Co-Axial Cable, 4CH Power... tv, audio & cameras Security Cameras"
"1.5 Ton 3 Star Window AC (Copper Condenser, Clean Air Filter, GLW18B3YWSMR)",appliances,Air Conditioners,0.0,0.0,"1.5 Ton 3 Star Window AC (Copper Condenser, Clean Air Filter, GLW18B3YWSMR) appliances Air Conditioners"
"Dark Moon Hat Umbrella For Kids Girls and Boys Blue and Red color Cap Hat Umbrella for Adults,Women,Men (Blue and Red)",bags & luggage,Travel Accessories,3.5,48.0,"Dark Moon Hat Umbrella For Kids Girls and Boys Blue and Red color Cap Hat Umbrella for Adults,Women,Men (Blue and Red) bags & luggage Travel Accessories"
Levi's Men Polo Shirt,men's clothing,T-shirts & Polos,3.7,25.0,Levi's Men Polo Shirt men's clothing T-shirts & Polos
Spykar Grey Cotton Slim Fit Narrow Regular Length Jeans for Men,men's clothing,Jeans,2.0,1.0,Spykar Grey Cotton Slim Fit Narrow Regular Length Jeans for Men men's clothing Jeans
"CableCreation USB C to HDMI Cable 4k 6FT HDR, USB Type C to HDMI Cord, Black","tv, audio & cameras",Cameras,4.1,0.0,"CableCreation USB C to HDMI Cable 4k 6FT HDR, USB Type C to HDMI Cord, Black tv, audio & cameras Cameras"
"SHOPEE 6 PCS Set Background Clips Photography Backdrop Support Spring Clamp 4.3""/11cm for Muslin, Canvas, Paper, Chromakey...","tv, audio & cameras",Camera Accessories,4.1,0.0,"SHOPEE 6 PCS Set Background Clips Photography Backdrop Support Spring Clamp 4.3""/11cm for Muslin, Canvas, Paper, Chromakey... tv, audio & cameras Camera Accessories"
Neev Kesar Gulab Soap For a Radiant and Smooth Skin (100 gms),beauty & health,Beauty & Grooming,4.2,266.0,Neev Kesar Gulab Soap For a Radiant and Smooth Skin (100 gms) beauty & health Beauty & Grooming
La Victorie Women Over Size Premium Fire Ball Stem Zebra Print Brown Sunglasses,accessories,Sunglasses,0.0,0.0,La Victorie Women Over Size Premium Fire Ball Stem Zebra Print Brown Sunglasses accessories Sunglasses
